id,subject,scene,quality,relevance,verified,script,objects,descriptions,actions,length
CBG3N,BYF9,Living room,5,6,Yes,One person sits on the sofa eating before leaving the room with a box and a stack of homework.,book;box;dish;food;homework;sofa,"A person is sitting on a couch. The person begins eating some food from a plate. The person picks up some books, a box, and homework and begins to get up from the couch.;A person sits on a sofa nibbling on a snack; then the person picks up a book, box, and a dish, and leaves.",c123 0.00 17.20;c156 0.00 8.80;c030 6.40 15.70;c026 6.90 18.00;c063 0.00 11.00;c062 0.00 10.80;c061 0.00 10.70,16.58
ISHJ4,EXQX,Stairs,3,6,Yes,A person opens a door and is dressing in a sweater while walking down the stairs. The person then turns the doorknob and opens the door to the closet to get a blanket.,blanket;clothes;door;stairs,"A person closes a door and then walks up and down the stairs.  They go through the door, and then pick up clothes.  They do the same thing over again.",c141 0.00 6.10;c006 0.00 5.80;c008 10.40 16.80;c073 16.10 56.50;c097 11.00 17.10;c070 19.30 31.00,59.12
4N06O,XB0Z,Bathroom,7,7,Yes,A person awakens in a bathroom and throws a book through a doorway.,book;doorway;floor;pillow,a person lays on the floor in the bathroom holding a book then wakes up and throws it;A person is lying on the floor with a pillow and a book. A person awakens and begins to look at a book. A person then throws a book,c026 0.00 25.00;c028 21.00 26.80;c097 22.80 29.00;c146 4.00 12.20;c154 15.10 23.90;c124 0.00 8.00;c032 8.10 20.70;c031 21.30 26.30,28.5
JISS4,D0RU,Entryway (A hall that is generally located at the entrance of a house),6,7,Yes,A person is laughing as they throw a pillow in the air then sit down and eat some food.,floor;food;pillow,A person laughs while throwing a pillow. Then they sit on the floor and eat some food.;a person stands by a door laughing throwing a pillow then sits on the floor and eats food,c080 0.00 9.50;c156 11.70 44.00;c149 0.00 2.90;c151 6.20 12.50;c125 10.70 44.00;c076 0.00 14.00,42.88
35P3Q,Z68L,Bathroom,6,7,Yes,"A person in a bathroom gasping dishes washes them in the sink. The person begins tidying up their bathroom, grabs a pile of clothes and leaves.",clothes;dish;hands;sink,A person is washing dishes in a sink. A person then takes a load of clothes and walks out.,c118 0.00 7.30;c121 5.00 11.70;c000 8.30 20.10;c121 0.00 8.10;c002 25.80 30.70;c139 0.00 27.10,30.29
QDZ38,PO5L,Bathroom,5,7,Yes,"One person runs into the bathroom and tidies the sink and mirror, then leaves.",doorway;hands;medicine;mirror;sink;towel,A person runs into the room and puts something on the sink. The person then washes the mirror with a towel.;A person runs into a bathroom and starts washing the mirror then moves a bunch of things around on the counter.,c095 9.80 15.60;c150 2.40 9.20;c038 9.80 15.60;c097 2.70 7.60;c139 15.20 21.20;c128 4.90 20.60,23.88
ZBDB5,JVLO,Bedroom,5,,Yes,A person closes a laptop in the bedroom and pours medicine into a spoon before drinking it.,bed;floor;food;laptop;medicine;shelf,"Someone is sitting on the floor working on their laptop. They close it and grab medicine from a shelf and take it.;A person is sitting on a bed playing on a laptop, they close the laptop and grab some medicine and take some.",c128 14.60 21.60;c129 18.50 26.50;c051 0.00 13.10;c046 9.40 14.60;c135 0.00 31.00;c125 0.00 31.00;c156 21.90 31.00;c061 11.50 25.90;c052 0.00 15.50,29.62
JHRI6,HJJ4,Basement (A room below the ground floor),5,7,Yes,"A person sits in a chair, holding their homework. The person throws the pages into the air and laughs.",chair;floor;homework;paper,A person sitting on a chair throws their homework in the air and laughs.,c059 0.00 13.00;c149 5.10 13.00;c152 5.10 13.00;c115 0.00 7.50;c126 3.70 8.20,12.21
Y2PNC,9PLL,Hallway,5,7,Yes,A person is standing in a hallway laughing on their phone and staring out the window.,phone;window,Person is standing and talking on the phone while in the bedroom.,c015 0.00 32.00;c019 1.30 32.00;c092 7.90 32.00,31.29
1EJKT,T7C3,Bedroom,4,7,Yes,A person is dressing and undressing while sneezing and then using a towel to wipe off doorknob in a bedroom.,clothes;doorknob,A person is dressing and sneezing then they begin undressing. The person then attempts the turn the doorknob.,c141 20.70 35.50;c148 0.00 5.60;c155 16.00 28.70;c153 9.70 20.60;c001 27.00 32.10;c000 0.00 18.30;c000 13.00 18.30;c003 26.80 31.90,42.33
7JZTY,XXN8,Kitchen,6,6,Yes,"A person sits at the dining room table, eating from a bag of food. The person smiles.",bag;bottle;cup;food;table,"A person is taking food out of a bag, eats the food, smiles, drinks from a bottle of water, smiles, and then puts the food back into the bag.;Person taking food from lunch bag, eating some, putting it back into the lunch bag, and then takes a drink from a soda bottle.",c063 0.60 6.00;c021 1.00 10.30;c156 6.00 14.00;c106 21.90 31.50;c061 5.50 10.80;c011 0.00 33.00;c149 12.90 19.00;c149 19.00 25.50;c152 12.90 18.80;c152 19.10 25.40,31.67
MEG11,HRH1,Pantry,7,7,Yes,A person is working hard at tidying up the pantry.  The person is cleaning up dishes from the pantry and bringing them to the sink.,dish;sink,A person grabs some dishes from a shelf in a cabinet and takes to the sink.,c118 12.60 23.60;c119 24.50 31.00;c120 19.60 30.80,30.29
XWVDK,3VLX,Hallway,4,7,Yes,A person throws a bag of groceries onto the sofa.  They then walk out of the room.,bag;couch;groceries,A person walks into the room holding a bag of groceries. They throw the bag on a couch and then walk out of the room.,c020 2.10 12.10;c024 7.20 12.40;c130 7.60 12.30;c022 7.60 12.30,17.42
KRT78,CCI9,Home Office / Study (A room in a house used for work),5,6,Yes,A person is in their study sitting on a chair doing their homework and eating a sandwich. They stop and watch a video on their computer.,chair;computer;food;homework;paper;sandwich;television;video,"A person is sitting in a chair eating a sandwich, then working on homework, then watching a video on their computer",c059 0.00 39.00;c145 0.00 22.50;c065 0.00 22.90;c156 0.00 23.10;c132 24.80 39.00;c115 0.00 39.00;c061 0.00 39.00,38.25
D67MQ,5LWB,Laundry room,6,6,Yes,One person is at the laundry sink sneezing while another person taking some dishes watches.,clothes;doorway;floor;food;pot,"A person is standing in a bathroom next to the washer. The person sneezes in the bathroom. Another person carries a pot into another room, sets it on the floor, and then sits down with it.",c153 13.30 21.20;c125 28.60 33.00;c097 19.60 26.10;c151 25.30 33.00;c061 29.70 33.00,32.46
TTQ3V,MX1B,Stairs,6,6,Yes,"A person is running down their stairs while holding a blanket in one hand. When they reach the bottom, they start working on something on their laptop.",blanket;floor;laptop;stairs;towel,"Person walking downstairs carrying a towel, bends, picks up laptop, sits on steps and begins typing on it.;A person is running down the stairs holding a towel or blanket, they then pick up a laptop and begin to use it.",c047 5.40 11.90;c048 0.00 3.70;c052 0.00 9.10;c070 5.40 12.20;c150 20.20 26.40;c151 16.80 30.20;c033 15.30 22.80;c050 6.60 11.60;c125 9.40 31.00,30.29
7K9XM,D0RU,Entryway (A hall that is generally located at the entrance of a house),5,5,Yes,A person is grasping a book and then washing a mirror in a pantry.,book;clothes;mirror;rag;shelf;towel,"A person is walking slowly up to a mirror. The person picks up a book from the shelf, and looks at their reflection in the mirror. The person then uses a towel to clean the mirror, and then leaves the room.;A person comes into the room, looks into the mirror, picks up a book, looks at the mirror, and picks up a rag and wipes off the mirror.",c095 51.00 108.70;c096 47.20 107.40;c026 31.00 130.00;c030 31.00 51.20;c035 48.50 69.30;c032 43.90 48.60;c033 60.10 113.30;c004 29.10 35.00;c034 102.80 110.00;c038 64.00 89.30;c038 92.40 101.00;c027 40.70 48.60,129.29
OXUKR,PKND,Living room,4,7,Yes,A person is lying on the sofa holding onto a pillow and watching television.  The person gets up and walks to the desk to pick up a sandwich and eats it.,blanket;couch;food;pillow;sandwich;sofa;television;tv,"This person is in the living room, watching tv, laying on couch, holding a blanket, gets up and then starts eating.;A person is lying down on a couch with a blanket and pillow and watching TV. They get off the couch and drop the blanket on the floor.",c132 0.00 15.50;c078 0.00 12.90;c070 0.00 17.00;c072 0.00 12.70;c076 0.00 13.50;c122 0.00 16.00;c154 12.50 18.40;c071 11.40 16.50;c067 13.80 32.00;c156 14.40 21.10;c065 14.50 21.10;c077 8.90 14.00;c068 12.00 17.60;c069 13.60 18.90,31.46
SJGZ2,H8N1,Pantry,6,6,Yes,One person is tidying cans of food and washing the shelf in the pantry.,bag;cabinet;door;food;groceries;rag;shelf,"The person opens the doors of the cupboard and cleans off the shelf, then clothes the doors.;Someone in their kitchen, rolls up a plastic bag and opens up a cabinet and organizes and closes it.",c082 4.90 35.10;c112 31.70 38.10;c113 3.50 9.10;c114 4.90 35.30;c008 3.50 9.10;c130 2.90 35.50;c081 4.90 35.10,39.08
39LQ8,KFGP,Dining room,6,7,Yes,"A person puts their laptop down on the dining room table. The person takes a box from the same table, then runs out of the room.",bag;box;laptop;table,"A person walks over and sets a laptop down on a table. The person then opens a cardboard box, takes something out of it, and runs away.",c049 1.80 8.60;c009 1.40 9.00;c041 7.40 16.40;c150 13.30 18.90;c023 12.50 17.50,21.33
QJ11V,ZAWX,Living room,7,7,Yes,"A person watches their phone. The person throws their phone down onto the couch, turns off the light, and leaves.",chair;door;light;phone;rail;sofa;stair,"A person standing in a room pulls out a phone and looks at it.The person proceeds to lay the phone in a chair walk out of the room to some stairs;A person is standing by a fridge, checking his phone. The person then puts the phone down and walks up stairs",c104 16.80 21.20;c016 0.30 18.60;c017 14.10 18.90;c015 0.20 19.00,30.96
0CVZN,XXN8,Bathroom,4,6,Yes,"One person tidies up a shelf, then washes at the sink and leaves.",shelf;sink;something,A WOMAN IS LOOKING FOR SOMETHING IN THE CLOSET. THE PERSON THEN TAKES A WIPE OUT AND STARTS TO CLEAN THE SINK AREA IN THE BATHROOM.,c082 0.00 7.20,29.75
H8QM1,XXN8,Entryway (A hall that is generally located at the entrance of a house),6,4,No,Person is playing with dishes. Another person is sneezing in pillow.,book;tissue,One person is reading a book while another person is blowing their nose with a tissue.;a person reads a book while another sneezes,c153 0.30 5.10;c032 0.00 30.80;c029 6.70 32.00;c152 1.70 32.00;c026 0.00 32.00;c029 1.70 20.10,30.71
15TWQ,KQI6,Bathroom,7,7,Yes,"A person turns on the light and stands in front of a mirror.  The person smiles at themselves in the mirror and fixes their hair, then grabs a book off the shelf and leaves.",book;doorway;hair;light;mirror,A person turns on a light and smiles into a mirror as they fix their hair. The person then walks away with a book.,c144 2.50 16.60;c104 0.90 5.70;c094 5.70 19.60;c096 1.60 19.90;c026 14.70 29.00;c152 5.30 20.60;c032 16.20 29.00;c097 18.40 26.80;c030 14.00 29.00;c027 15.90 23.90,27.5
XQC9F,BRLP,Living room,7,7,Yes,"A person is in a living room holding a bag, they then start tidying up all the clothes laying around and put the clothes into it.",bag;clothes,This is a time lapse of a man folding laundry and putting it in a bag,c021 11.10 21.70;c003 30.60 35.00;c001 13.70 23.40;c004 0.00 35.00,34.46
4HGD7,YA10,Bathroom,7,7,Yes,One person sneezes while pouring cleaner and tidying the bathroom. Another person runs in with a camera and a pair of shoes.,bottle;curling iron;doorway;hair dryer;shoe;sink,"The person is pouring some fluid out of a spray bottle (with its spray nozzle removed) into the sink.  That person then picks up the hair dryer and wraps the electrical cord around it and then does the same to the curling iron.  Some other person comes running into the bathroom.;a person pours something into a sink, sneezes, and tidies up the bathroom, another person runs in holding shoes",c153 4.60 10.40;c150 19.20 26.50;c097 21.80 27.80;c053 19.70 29.00,28.5
SHVVB,9Y7F,Bedroom,6,4,Yes,One person takes some dishes and a camera from the study while another watches with a cup of coffee in hand.,book;chair;coffee;cup;dishes;food;glass;homework;sandwich;table,"A person is sitting at a desk reading a book, drinking coffee and eating a sandwich. Another person is drinking coffee.;One person is drinking some coffee while another person sits at a desk doing some homework, the person at the desk the grabs a sandwich and a glass.",c106 0.00 31.00;c010 0.00 31.00;c011 0.00 31.00;c063 0.00 31.00;c110 0.00 31.00;c117 0.00 31.00;c009 0.00 31.00;c145 0.00 20.30;c026 0.00 20.20;c014 0.00 20.20;c067 20.10 31.00;c061 0.00 31.00;c116 15.70 20.50;c107 17.50 27.40;c032 0.00 31.00;c115 0.00 31.00;c028 0.00 31.00;c069 0.00 31.00,30
4GWNV,PO5L,Bathroom,3,7,Yes,"Person closes a medicine cabinet while holding a camera and laughing. Person then leaves the room, pulling the door closed behind them.",cabinet;door;phone/camera,A person closes a door and sneezes.;a person walks into a bathroom and sneezes while doing something with the cabinet then leaves,c006 10.60 17.80;c112 4.60 10.00;c015 3.60 12.80,19.21
88TGX,X5XO,Kitchen,7,7,Yes,A person begins to laugh while opening the refrigerator door then begins to play with the dishes in the sink.,dish;door;refrigerator;sink,A person opens the refrigerator and looks inside of it before going to the sink and washing a few dishes.,c121 7.70 24.50;c142 4.10 9.50;c143 0.30 8.20,31.12
4F76V,Z68L,Kitchen,7,7,Yes,A person is cooking while looking at their homework. The person then begins running and grabs the doorknob.,book;door;food;homework;paper;pencil;stove,"A person cooking, and holding a book in the kitchen when the open the door.;A person is using a notebook, while cooking, then opens and closes a door.",c141 19.80 27.90;c147 3.10 10.60;c008 19.80 26.30;c145 13.00 20.50;c026 0.00 29.00;c006 21.90 27.60;c115 0.00 29.00,28.25
5MG4A,QRES,Kitchen,5,7,Yes,A person is walking with groceries towards the kitchen table while also undressing.,bag;chair;clothes;coat;groceries;hoodie;table,A person walks into a room with some groceries and puts them on a table. They take their jacket off and put it on a chair;A person carrying groceries enters the kitchen and sets a bag of groceries on the table before removing their coat and hanging it on a chair.,c009 3.20 10.00;c002 5.60 11.40;c130 3.40 10.40;c155 0.00 14.00;c020 0.00 8.90;c022 4.40 9.20,13.33
S8TI7,Z68L,Bedroom,5,7,Yes,A person is sitting in the bedroom holding a sandwich. The begin eating and then start laughing out the window.,bed;sandwich;window,The person walks into the room and sits on a bed. The person looks out the window while sitting on the bed.;A person walks into a room and sits on a bed. The person then eats a sandwich and looks out the window. The person looks back at the camera and eats more of the sandwich.,c092 2.30 9.50;c151 0.00 4.30;c154 26.70 32.80;c135 0.20 15.80;c065 1.70 15.30,33.25
P6P6L,2RTW,Dining room,6,6,Yes,"A person is holding their laptop. The person sets down their laptop, and takes a pillow from the sofa.",chair;picture;table,A person is looking at a picture. A person begins smiling,c152 19.50 26.90;c088 6.60 26.90;c059 0.00 31.00;c011 0.00 31.00,29.75
FDU31,L4ZP,Kitchen,6,6,Yes,"A person is tidying the pantry, alternately working with a broom and a vacuum.",broom;floor;vacuum,"Person sweeps part of the floor, then vacuums something up and picks broom back up and continues sweeping;A person is sweeping the floor, then vacuums the pile of dirt.",c137 0.00 4.60;c102 0.00 3.50;c127 0.80 5.70,36.92
06EDS,L4ZP,Kitchen,6,6,Yes,The person is leaving spices on the shelf in the pantry while they're cooking a sandwich in their kitchen.,bag;coffee;food;groceries;sandwich;shelf;stove,A person is putting groceries away. A person is cooking on the stove.;A person is standing in the kitchen and organizing groceries and spices. They then make a grilled cheese sandwich in a pan on the stove.,c081 0.00 25.40;c066 23.60 36.00;c147 23.90 36.00;c130 0.00 24.70;c062 22.30 36.00,35.46
FM078,L4ZP,Kitchen,6,6,Yes,A person is tidying up the room.  The person lays a bag of coffee on a shelf.  The person takes groceries out of a bag and adds them to the shelf.,bag;box;closet/cabinet;dish;groceries;shelf;table,A person goes over to the table and tidys up the table then goes over to the counter and puts a box in the cabinet and takes groceries out of a bag and puts them away,c130 11.50 34.30;c021 30.10 36.20;c081 16.00 31.90;c042 12.30 19.40;c114 12.90 39.10;c113 12.70 19.80;c113 17.20 31.70;c112 27.70 31.90;c012 0.20 12.40;c119 0.90 7.30;c009 4.80 9.80,39.04
FLQ59,ZSRZ,Kitchen,7,7,Yes,A person is laughing and pouring a drink in a glass by the stove.,cup;glass;pitcher;stove;water,"a person pours a glass of water;A person stands in front of a stove. The person pours a glass of water, and sets the glass on the stove. The person then laughs.",c108 0.10 7.40;c149 0.00 9.00,8.42
41EQS,6RE8,Kitchen,4,7,Yes,"One person throws a towel in a bag, then sits at a table and drinks.",bag;blanket;cup/glass/bottle;table;towel;water,"A person standing in a room holding a backpack and a towel .The person throws the towel in to a back pack.The person throws the back pack in to a chair.The person sits down in a chair and takes a drink of water.;the person is holding a towel and a bad. The person then throws the towel into the bag and tosses the bag onto a chair. The person picks up a bottle of water, sits down at the table, and starts to drink it.",c034 0.00 10.90;c151 11.10 16.80;c011 11.40 33.00;c020 0.00 13.00;c024 6.80 13.80;c033 0.00 8.70;c036 0.00 9.30;c106 17.00 33.00;c075 0.00 7.90;c070 0.00 7.90;c071 3.60 8.70;c009 11.10 18.80;c107 10.60 33.00,31.88
LNWWJ,0KZ7,Closet / Walk-in closet / Spear closet,5,6,Yes,"A person walks into the closet, throwing a pillow onto a chair. The person leaves, closing the closet door.",chair;clothes;door;pillow,A person walks into an attic and throws down a pillow.,c080 4.60 9.90;c003 3.60 9.70,21.92
BNEQL,0KZ7,Laundry room,6,7,Yes,"A person is dressing in the laundry room. The take a sip of coffee and laugh softly. They put down the coffee, fold a blanket, and then leave.",blanket;clothes;coat;cup;dish;dryer,"A person puts on a coat, takes a drink from a cup, and then folds a blanket.;A person is putting on their jacket and picking up the coffee cup to take a drink then they are folding a blanket.",c075 19.30 49.80;c106 14.30 26.70;c148 0.00 20.00;c110 12.70 19.50;c000 0.00 19.50;c071 21.40 49.00;c001 0.00 21.80;c118 14.00 25.90,50.67
QQD2X,Z68L,Bathroom,6,7,Yes,A person is running into the bathroom and turning on a light.  Then a person is walking to a window and opening it.,closet/cabinet;doorway;light;window,"The person runs into the bathroom, turns on the light and opens up the window. The person walks out of the bathroom.",c104 4.60 10.90;c090 7.50 17.20;c150 0.00 8.70;c097 3.20 9.90;c113 9.00 15.70,26.75
FRX6I,BYF9,Kitchen,6,7,Yes,A person is sneezing on a towel while another person is smiling at a chair.,chair;towel,A person is sneezing into a towel while another person is standing by a chair and smiling.,c033 0.00 17.00;c153 0.00 17.00;c152 0.00 17.00;c034 0.00 17.00;c038 0.00 17.00,15.58
VICUM,HR43,Kitchen,6,5,Yes,"A person is standing at the refrigerator, sneezing. They begin opening and closing the door, repeatedly. Finally, they pull clothes out of the refrigerator and walk away.",clothes;door;refrigerator,A person walks to a refrigerator and opens and closes the door multiple times. They then grab clothes from inside the refrigerator and close the door.,c000 24.10 30.00;c006 0.50 5.90;c142 0.50 5.90;c008 0.00 4.00;c143 0.00 4.00;c002 22.80 30.00;c141 0.00 26.80,28.83
0NJ26,1OHU,Closet / Walk-in closet / Spear closet,4,6,No,A person is putting a blanket on the couch and then holding a bag as they sneeze.,bag;blanket;sofa;towel,A person is holding a towel and then lays it down while holding a trash bag full of clothes,c020 0.00 21.30;c071 0.00 13.40;c034 0.00 14.60;c075 17.90 31.00,30.38
DXUQS,9PLL,Kitchen,4,6,Yes,A person in the kitchen is laughing while holding a broom and putting away groceries.,bag;broom;counter;floor;food;groceries;shelf,A person is sweeping the floor with one hand using a small broom. The person stops sweeping and takes some grocery items out of a bag on the kitchen counter.;The person is sweeping the floor and then proceeds to grab groceries from a can on the counter.,c130 17.50 26.90;c098 0.00 14.50;c102 0.00 14.90;c127 0.00 12.80;c149 10.80 16.40;c062 17.20 22.50;c063 16.00 34.00;c081 18.00 27.00;c061 16.00 34.00,32.71
UK8KW,LWUV,Entryway (A hall that is generally located at the entrance of a house),2,4,Yes,A person stands in the door holding a sandwich.  They then begin snuggling with a blanket that they pick up off the floor.,blanket;clothes;door;floor;food;sandwich,Person in a doorway pick up blanket off the floor then eat a sandwich.;A person standing in a doorway eating a sandwich and picking up a blanket.,c070 17.90 31.00;c072 20.80 31.00;c067 20.20 31.00;c156 23.30 31.00;c000 17.00 31.00,29.75
T4HF9,HJJ4,Bedroom,5,6,Yes,A person in  a dining room is dressing in front of a mirror before opening a doorway.,clothes;coat;door;jacket;mirror,"A person puts on their jacket in front of a mirror. The person then opens the door;The person is putting on a coat in front of a mirror, they then open a door.",c096 0.00 18.00;c008 14.30 21.70;c148 0.00 17.70,21.92
8M0ZV,EIO2,Hallway,3,1,Yes,"In the recreation room, a person is drinking while opening the door to find another person standing there with dishes.",dish;door;food;glass;phone;plate;window,A person leans against the window looking at their phone. A second person walks in drinking a glass of water.;A person is standing by an open window holding a plate of food then another person walks in drinking a glass of water.,c008 22.10 31.00;c118 0.00 31.00;c106 27.50 31.00;c061 0.00 31.00;c097 24.80 30.20,30.08
O7N6K,UTMU,Bedroom,6,7,Yes,"A person opens the door to their bedroom, then takes their shoes off, and holds them up in the air.",door;shoe;television,"A person opens the door and enters the bedroom. The person takes off their shoes, holds them in the air, and waves them at the television. The person then walks through the room.;A person opens a door and takes their shoes off. They wave the shoes in the air.",c008 0.00 5.60;c053 3.40 23.00;c056 17.60 23.00;c057 2.60 7.70;c097 0.30 7.10,22
L8HMR,2Q9D,Laundry room,6,7,Yes,"A person turns on the light in the laundry room, puts a blanket into the washing machine and pours in some detergent.  They then close the lid of the machine and start washing the blanket.",blanket;box;doorway;shelf;soap;towel;washing machine,"Person walking into laundry room with a blanket, puts it into a washer with some soap, and then turns it on.",c071 3.40 14.00;c043 10.80 23.80;c070 0.00 14.00;c097 0.00 4.60;c034 3.60 13.50;c042 18.60 23.50;c081 18.10 23.60;c040 10.50 23.60,32.58
HIC67,OVEP,Living room,7,7,Yes,A person folds a blanket and puts it on the sofa. The person picks up a glass of water and takes a drink.,blanket;cup;dish;glass;sofa;water,"A person carries a blanket into the room, folds it and puts it on the sofa.  They pick up a glass of water from a table and drink it, then walk away.",c071 0.80 8.70;c075 6.70 16.80;c106 1.80 14.40;c106 12.20 24.10;c110 8.20 21.10;c119 18.40 24.60;c120 13.20 19.10;c074 12.30 17.50;c070 0.00 16.50;c118 14.10 24.40,25.08
PPCWE,OVEP,Stairs,7,7,Yes,"A person walks down the stairs, playing with their phone. The person pauses to look at a picture that's hanging on the wall.",light;phone;stairs,A person is running up the steps and then trips. Then the person proceeds to walk back down the steps while looking at their cell phone.;a person walks down the stairs and turns the lights off and on,c016 4.00 18.00;c150 0.00 6.00;c015 3.00 18.00,17.08
VNQES,T7C3,Dining room,7,6,Yes,A laughing person is sitting in a dining room holding a box. They put the box on a table and stand in the doorway before leaving.,box;chair;doorway;table,"A person is laughing at something in a box, they then put the box down on a table and leave the room.",c040 0.00 40.00;c154 37.20 40.00;c042 23.90 31.00;c011 20.00 26.10;c149 6.00 13.40;c097 35.70 40.00;c059 0.00 26.90,39.21
LTYK5,XXN8,Laundry room,6,7,Yes,A person is smiling in the laundry room  while putting clothes in the washer. They put a pair of shoes in the washer too.,clothes;door;dryer;shoe;smile,"Person stooping and smiling, opens dryer, place clothes in then place shoes in. Person closes dryer, gets up and walks away.;The person first opens the dryer door to put clothes inside of the dryer. The person then closes the dryer door after putting the clothes inside of the dryer.",c152 0.00 5.30;c154 16.20 21.20;c006 12.90 17.90;c054 7.80 13.40;c004 0.70 16.20;c008 0.00 5.10;c001 2.30 16.20,28.17
6PL9Z,HJJ4,Living room,4,7,Yes,"A person stands up from the sofa then takes a book, and blanket out of the room.",blanket;book;sofa,"person is sitting on a sofa, they then grab a blanket and a book and walk out of the room.",c073 3.40 9.50;c026 6.20 11.30;c030 5.80 13.40;c123 0.00 6.40;c154 2.40 7.20;c070 3.50 21.00,19.67
GK6GN,C7O9,Pantry,6,6,Yes,"A person is standing in the pantry putting the groceries away in their proper place on the shelves, and in the cabinets, smiling all the while.",bag;cup/glass/bottle;food;groceries;shelf,A person is taking groceries from a bag and putting it on shelves.,c020 0.00 30.00;c130 0.00 30.00;c152 0.00 30.00;c062 0.00 29.20;c081 0.00 5.70;c081 11.30 17.50;c081 14.70 20.90;c109 22.70 28.50;c063 0.00 3.90;c063 3.40 8.60;c063 6.80 12.10;c110 21.30 26.90,29.25
7NBPG,OUKK,Kitchen,6,7,Yes,A person is standing in front of the stove holding a book.  The person throws the book onto the counter and walks to the sink to pick up a picture.  The person looks at the picture and laughs.,book;counter;picture;sink;stove,"Person walks into kitchen reading a book.  Person tosses book on counter, picking up picture looking at it.",c026 0.00 25.00;c031 20.20 25.10;c032 0.00 24.40;c084 23.20 31.00;c088 23.70 31.00;c027 0.00 4.80;c117 22.60 28.00;c028 20.20 25.30;c083 23.10 28.60;c025 20.10 24.40;c027 0.00 31.00;c117 0.00 31.00;c028 0.00 31.00,29.71
L3JDK,DXDI,Kitchen,6,7,Yes,A person is cooking on the stove and putting medicine into the food.,food;medicine;stove,A person is cooking food on a stove they then take a medicine bottle and open it to put it in the food they are cooking.,c128 12.50 18.20;c147 0.00 32.00,31
0M7YH,CO1W,Kitchen,6,6,Yes,"A person opens a refrigerator, and begins drinking out of a jug of milk before closing it.",cup/glass/bottle;food;refrigerator,"person drinks milk from a fridge, they then walk out of the room.",c143 2.00 7.70;c106 28.70 32.00;c061 6.30 28.10;c106 10.10 24.70,30.62
MQ9PZ,70CN,Living room,6,4,Yes,"A person is fixing a cabinet, then eating food and working on homework and finally tidying up the living room.",book;boxes;cabinet;door;floor;items;shelf;snack;stuffed animal,"A person is sitting on the floor fixing a cabinet door. They close the cabinet door and then pick up a snack and eat while opening up a book and looking at it. Then they pick up a stuffed animal off the floor and put it on top of the cabinet. They organize several boxes on the floor and reach up and touch the stuffed animal again.;A person is sitting on a floor fixing a cabinet door.  They close the door, open up a book, and start picking up items and placing them on the cabinet.",c112 0.00 7.80;c114 10.80 18.90;c125 0.00 32.00;c006 0.00 7.80;c008 0.00 2.60;c027 6.10 11.80;c025 8.30 14.50;c032 7.70 12.80;c081 10.00 19.20;c028 7.20 13.40;c082 23.00 29.30;c127 3.60 10.10,30.88
5DPC8,HR43,Bathroom,5,7,Yes,"A person turns on the light in a bathroom, and then sits on a chair and looks at their phone before leaving.",chair;doorway;light;phone,A person walksinto the bathroom and sits on a chair they take out their phone and look at it and then they get up and walk out.,c104 1.40 7.70;c016 11.80 35.20;c059 3.40 35.90;c151 3.90 11.00;c154 28.80 35.70;c097 33.90 37.00;c017 33.90 37.00;c018 33.90 37.00;c015 33.90 37.00,35.79
KVWRK,0KZ7,Entryway (A hall that is generally located at the entrance of a house),5,7,Yes,A person is walking up the stairs into a house.  The person is carrying a towel in one hand and a sandwich in the other.  The person is throwing crumbs from the sandwich onto the ground while taking the steps into the house.,blanket;food;hand;sandwich;towel,"A person is walking up the stairs in the entryway, holding a towel, and shredding a sandwich onto the floor.",c033 0.00 27.00;c061 0.00 27.00;c070 0.00 27.00,26.21
SXMII,YMXV,Bedroom,6,6,Yes,"A person is laying on the bed, propped up on a pillow. The person watches a person tidying up the room and picking up clothes off the floor.",bed;blanket;clothes;floor;pillow,"a person is laying in bed then sits on 2 pillows and throws a blanket on the floor then picks up the blanlet;A person awakens on a bed, arranges pillows and sits on theme, then gets up a grasps some clothes from the floor.",c134 0.00 9.70;c077 21.50 25.70;c000 10.20 15.90;c154 21.40 27.40;c146 0.20 5.00;c074 23.60 28.60;c002 24.90 31.00;c003 7.90 13.50;c126 7.60 14.80;c004 24.40 33.00;c127 25.00 32.90;c135 6.60 23.30,31.92
SAK7K,4I2W,Living room,7,7,Yes,"Person is standing in the living room vacuuming, they stop and walk over to turn off the television. After turning off the television they start drinking a cup of coffee.",coffee;cup;desk;dish;floor;table;television;vacuum,"A person is vacuuming a room, they then turn off the television and take a drink of coffee.;A person vacuums the floor before turning the TV off an drinking a cup of coffee.",c137 0.00 10.80;c106 23.50 30.00;c107 20.90 30.00;c110 19.20 26.50;c009 4.30 10.60;c118 21.00 30.00;c127 0.00 8.00,29.38
RQRR6,D0RU,Recreation room / Man cave,4,6,Yes,The person is closing the laptop and then walking into the cabinet in the recreation room / man cave.,laptop,A person walks to their laptop and starts using it. They then close the laptop and walk away.,c046 16.70 24.50;c051 0.00 8.90;c052 5.40 21.30,33.58
3J639,OUKK,Living room,3,6,Yes,A person is sitting on a towel on the floor holding their phone and watching television.  The person laughs at something on the television and walks to the couch to take a pillow off of it.,floor;pillow;sofa;something,A person is sitting on the floor. The person laughs. The person stands up and grabs a pillow from the couch. The person sets the pillow down on the floor. The person sits on the pillow.,c151 23.30 31.00;c154 11.90 21.70;c125 0.00 17.20;c126 16.50 22.60;c079 15.70 22.30;c077 18.10 22.40,29.71
